segment,country,product,discount_band,units_sold,manufacturing_price,sale_price,gross_sales,discounts,sales,cogs,profit,date,month_number,month_name,year,año,mes,mes_nombre,trimestre,margen_bruto_pct,tasa_descuento_pct,ratio_cogs_ventas,rentabilidad_cat
Midmarket,Canada, Velo , High , $384.00 ,120.0,15.0,5760.0,633.6,5126.4,3840.0,1286.4,2014-01-01,1, January ,2014,2014,1,Jan,Q1,25.09,11.0,74.91,🟡 Media (15-30%)
Channel Partners,Germany, Velo , High , $472.00 ,120.0,12.0,5664.0,623.04,5040.96,1416.0,3624.96,2014-01-10,10, October ,2014,2014,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
Government,United States of America, VTT , High ," $1,579.00 ",250.0,7.0,11053.0,1215.83,9837.17,7895.0,1942.17,2014-01-03,3, March ,2014,2014,1,Jan,Q1,19.74,11.0,80.26,🟡 Media (15-30%)
Channel Partners,Mexico, VTT , High ," $1,005.00 ",250.0,12.0,12060.0,1326.6,10733.4,3015.0,7718.4,2013-01-09,9, September ,2013,2013,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
Midmarket,United States of America, Amarilla , High ," $3,199.50 ",260.0,15.0,47992.5,5279.18,42713.33,31995.0,10718.33,2014-01-07,7, July ,2014,2014,1,Jan,Q1,25.09,11.0,74.91,🟡 Media (15-30%)
Channel Partners,Germany, Amarilla , High , $472.00 ,260.0,12.0,5664.0,623.04,5040.96,1416.0,3624.96,2014-01-10,10, October ,2014,2014,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
Channel Partners,Canada, Carretera , High ," $1,937.00 ",3.0,12.0,23244.0,2556.84,20687.16,5811.0,14876.16,2014-01-02,2, February ,2014,2014,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
Government,Germany, Carretera , High , $792.00 ,3.0,350.0,277200.0,30492.0,246708.0,205920.0,40788.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,16.53,11.0,83.47,🟡 Media (15-30%)
Small Business,Germany, Carretera , High ," $2,811.00 ",3.0,300.0,843300.0,92763.0,750537.0,702750.0,47787.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,6.37,11.0,93.63,🟠 Baja (0-15%)
Enterprise,France, Carretera , High ," $2,441.00 ",3.0,125.0,305125.0,33563.75,271561.25,292920.0,-21358.75,2014-01-10,10, October ,2014,2014,1,Jan,Q1,-7.87,11.0,107.87,🔴 Negativa (<0%)
Midmarket,Canada, Carretera , High ," $1,560.00 ",3.0,15.0,23400.0,2574.0,20826.0,15600.0,5226.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,25.09,11.0,74.91,🟡 Media (15-30%)
Government,Mexico, Carretera , High ," $2,706.00 ",3.0,7.0,18942.0,2083.62,16858.38,13530.0,3328.38,2013-01-11,11, November ,2013,2013,1,Jan,Q1,19.74,11.0,80.26,🟡 Media (15-30%)
Government,Germany, Montana , High , $766.00 ,5.0,350.0,268100.0,29491.0,238609.0,199160.0,39449.0,2014-01-01,1, January ,2014,2014,1,Jan,Q1,16.53,11.0,83.47,🟡 Media (15-30%)
Government,Germany, Montana , High ," $2,992.00 ",5.0,20.0,59840.0,6582.4,53257.6,29920.0,23337.6,2013-01-10,10, October ,2013,2013,1,Jan,Q1,43.82,11.0,56.18,🟢 Alta (>30%)
Midmarket,Mexico, Montana , High ," $2,157.00 ",5.0,15.0,32355.0,3559.05,28795.95,21570.0,7225.95,2014-01-12,12, December ,2014,2014,1,Jan,Q1,25.09,11.0,74.91,🟡 Media (15-30%)
Small Business,Canada, Paseo , High , $873.00 ,10.0,300.0,261900.0,28809.0,233091.0,218250.0,14841.0,2014-01-01,1, January ,2014,2014,1,Jan,Q1,6.37,11.0,93.63,🟠 Baja (0-15%)
Government,Mexico, Paseo , High ," $1,122.00 ",10.0,20.0,22440.0,2468.4,19971.6,11220.0,8751.6,2014-01-03,3, March ,2014,2014,1,Jan,Q1,43.82,11.0,56.18,🟢 Alta (>30%)
Government,Canada, Paseo , High ," $2,104.50 ",10.0,350.0,736575.0,81023.25,655551.75,547170.0,108381.75,2014-01-07,7, July ,2014,2014,1,Jan,Q1,16.53,11.0,83.47,🟡 Media (15-30%)
Channel Partners,Canada, Paseo , High ," $4,026.00 ",10.0,12.0,48312.0,5314.32,42997.68,12078.0,30919.68,2014-01-07,7, July ,2014,2014,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
Channel Partners,France, Paseo , High ," $2,425.50 ",10.0,12.0,29106.0,3201.66,25904.34,7276.5,18627.84,2014-01-07,7, July ,2014,2014,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
Government,Canada, Paseo , High ," $2,394.00 ",10.0,20.0,47880.0,5266.8,42613.2,23940.0,18673.2,2014-01-08,8, August ,2014,2014,1,Jan,Q1,43.82,11.0,56.18,🟢 Alta (>30%)
Midmarket,Mexico, Paseo , High ," $1,984.00 ",10.0,15.0,29760.0,3273.6,26486.4,19840.0,6646.4,2014-01-08,8, August ,2014,2014,1,Jan,Q1,25.09,11.0,74.91,🟡 Media (15-30%)
Enterprise,France, Paseo , High ," $2,441.00 ",10.0,125.0,305125.0,33563.75,271561.25,292920.0,-21358.75,2014-01-10,10, October ,2014,2014,1,Jan,Q1,-7.87,11.0,107.87,🔴 Negativa (<0%)
Government,Germany, Paseo , High ," $2,992.00 ",10.0,20.0,59840.0,6582.4,53257.6,29920.0,23337.6,2013-01-10,10, October ,2013,2013,1,Jan,Q1,43.82,11.0,56.18,🟢 Alta (>30%)
Small Business,Canada, Paseo , High ," $1,366.00 ",10.0,300.0,409800.0,45078.0,364722.0,341500.0,23222.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,6.37,11.0,93.63,🟠 Baja (0-15%)
Government,France, Velo , High ," $2,805.00 ",120.0,20.0,56100.0,6171.0,49929.0,28050.0,21879.0,2013-01-09,9, September ,2013,2013,1,Jan,Q1,43.82,11.0,56.18,🟢 Alta (>30%)
Midmarket,Mexico, Velo , High , $655.00 ,120.0,15.0,9825.0,1080.75,8744.25,6550.0,2194.25,2013-01-09,9, September ,2013,2013,1,Jan,Q1,25.09,11.0,74.91,🟡 Media (15-30%)
Government,Mexico, Velo , High , $344.00 ,120.0,350.0,120400.0,13244.0,107156.0,89440.0,17716.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,16.53,11.0,83.47,🟡 Media (15-30%)
Government,Canada, Velo , High ," $1,808.00 ",120.0,7.0,12656.0,1392.16,11263.84,9040.0,2223.84,2014-01-11,11, November ,2014,2014,1,Jan,Q1,19.74,11.0,80.26,🟡 Media (15-30%)
Channel Partners,France, VTT , High ," $1,734.00 ",250.0,12.0,20808.0,2288.88,18519.12,5202.0,13317.12,2014-01-01,1, January ,2014,2014,1,Jan,Q1,71.91,11.0,28.09,🟢 Alta (>30%)
Enterprise,Mexico, VTT , High , $554.00 ,250.0,125.0,69250.0,7617.5,61632.5,66480.0,-4847.5,2014-01-01,1, January ,2014,2014,1,Jan,Q1,-7.87,11.0,107.87,🔴 Negativa (<0%)
Government,Canada, VTT , High ," $2,935.00 ",250.0,20.0,58700.0,6457.0,52243.0,29350.0,22893.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,43.82,11.0,56.18,🟢 Alta (>30%)
Enterprise,Germany, Amarilla , High ," $3,165.00 ",260.0,125.0,395625.0,43518.75,352106.25,379800.0,-27693.75,2014-01-01,1, January ,2014,2014,1,Jan,Q1,-7.87,11.0,107.87,🔴 Negativa (<0%)
Government,Mexico, Amarilla , High ," $2,629.00 ",260.0,20.0,52580.0,5783.8,46796.2,26290.0,20506.2,2014-01-01,1, January ,2014,2014,1,Jan,Q1,43.82,11.0,56.18,🟢 Alta (>30%)
Enterprise,France, Amarilla , High ," $1,433.00 ",260.0,125.0,179125.0,19703.75,159421.25,171960.0,-12538.75,2014-01-05,5, May ,2014,2014,1,Jan,Q1,-7.87,11.0,107.87,🔴 Negativa (<0%)
Enterprise,Mexico, Amarilla , High , $947.00 ,260.0,125.0,118375.0,13021.25,105353.75,113640.0,-8286.25,2013-01-09,9, September ,2013,2013,1,Jan,Q1,-7.87,11.0,107.87,🔴 Negativa (<0%)
Government,Mexico, Amarilla , High , $344.00 ,260.0,350.0,120400.0,13244.0,107156.0,89440.0,17716.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,16.53,11.0,83.47,🟡 Media (15-30%)
Midmarket,Mexico, Amarilla , High ," $2,157.00 ",260.0,15.0,32355.0,3559.05,28795.95,21570.0,7225.95,2014-01-12,12, December ,2014,2014,1,Jan,Q1,25.09,11.0,74.91,🟡 Media (15-30%)
Government,United States of America, Paseo , High , $380.00 ,10.0,7.0,2660.0,292.6,2367.4,1900.0,467.4,2013-01-09,9, September ,2013,2013,1,Jan,Q1,19.74,11.0,80.26,🟡 Media (15-30%)
Government,Mexico, Carretera , High , $886.00 ,3.0,350.0,310100.0,37212.0,272888.0,230360.0,42528.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Enterprise,Canada, Carretera , High ," $2,416.00 ",3.0,125.0,302000.0,36240.0,265760.0,289920.0,-24160.0,2013-01-09,9, September ,2013,2013,1,Jan,Q1,-9.09,12.0,109.09,🔴 Negativa (<0%)
Enterprise,Mexico, Carretera , High ," $2,156.00 ",3.0,125.0,269500.0,32340.0,237160.0,258720.0,-21560.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,-9.09,12.0,109.09,🔴 Negativa (<0%)
Midmarket,Canada, Carretera , High ," $2,689.00 ",3.0,15.0,40335.0,4840.2,35494.8,26890.0,8604.8,2014-01-11,11, November ,2014,2014,1,Jan,Q1,24.24,12.0,75.76,🟡 Media (15-30%)
Midmarket,United States of America, Montana , High , $677.00 ,5.0,15.0,10155.0,1218.6,8936.4,6770.0,2166.4,2014-01-03,3, March ,2014,2014,1,Jan,Q1,24.24,12.0,75.76,🟡 Media (15-30%)
Small Business,France, Montana , High ," $1,773.00 ",5.0,300.0,531900.0,63828.0,468072.0,443250.0,24822.0,2014-01-04,4, April ,2014,2014,1,Jan,Q1,5.3,12.0,94.7,🟠 Baja (0-15%)
Government,Mexico, Montana , High ," $2,420.00 ",5.0,7.0,16940.0,2032.8,14907.2,12100.0,2807.2,2014-01-09,9, September ,2014,2014,1,Jan,Q1,18.83,12.0,81.17,🟡 Media (15-30%)
Government,Canada, Montana , High ," $2,734.00 ",5.0,7.0,19138.0,2296.56,16841.44,13670.0,3171.44,2014-01-10,10, October ,2014,2014,1,Jan,Q1,18.83,12.0,81.17,🟡 Media (15-30%)
Government,Mexico, Montana , High ," $1,715.00 ",5.0,20.0,34300.0,4116.0,30184.0,17150.0,13034.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Small Business,France, Montana , High ," $1,186.00 ",5.0,300.0,355800.0,42696.0,313104.0,296500.0,16604.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,5.3,12.0,94.7,🟠 Baja (0-15%)
Small Business,United States of America, Paseo , High ," $3,495.00 ",10.0,300.0,1048500.0,125820.0,922680.0,873750.0,48930.0,2014-01-01,1, January ,2014,2014,1,Jan,Q1,5.3,12.0,94.7,🟠 Baja (0-15%)
Government,Mexico, Paseo , High , $886.00 ,10.0,350.0,310100.0,37212.0,272888.0,230360.0,42528.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Enterprise,Mexico, Paseo , High ," $2,156.00 ",10.0,125.0,269500.0,32340.0,237160.0,258720.0,-21560.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,-9.09,12.0,109.09,🔴 Negativa (<0%)
Government,Mexico, Paseo , High , $905.00 ,10.0,20.0,18100.0,2172.0,15928.0,9050.0,6878.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Government,Mexico, Paseo , High ," $1,715.00 ",10.0,20.0,34300.0,4116.0,30184.0,17150.0,13034.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Government,France, Paseo , High ," $1,594.00 ",10.0,350.0,557900.0,66948.0,490952.0,414440.0,76512.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Small Business,Germany, Paseo , High ," $1,359.00 ",10.0,300.0,407700.0,48924.0,358776.0,339750.0,19026.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,5.3,12.0,94.7,🟠 Baja (0-15%)
Small Business,Mexico, Paseo , High ," $2,150.00 ",10.0,300.0,645000.0,77400.0,567600.0,537500.0,30100.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,5.3,12.0,94.7,🟠 Baja (0-15%)
Government,Mexico, Paseo , High ," $1,197.00 ",10.0,350.0,418950.0,50274.0,368676.0,311220.0,57456.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Midmarket,Mexico, Paseo , High , $380.00 ,10.0,15.0,5700.0,684.0,5016.0,3800.0,1216.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,24.24,12.0,75.76,🟡 Media (15-30%)
Government,Mexico, Paseo , High ," $1,233.00 ",10.0,20.0,24660.0,2959.2,21700.8,12330.0,9370.8,2014-01-12,12, December ,2014,2014,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Government,Mexico, Velo , High ," $1,395.00 ",120.0,350.0,488250.0,58590.0,429660.0,362700.0,66960.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Government,United States of America, Velo , High , $986.00 ,120.0,350.0,345100.0,41412.0,303688.0,256360.0,47328.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Government,Mexico, Velo , High , $905.00 ,120.0,20.0,18100.0,2172.0,15928.0,9050.0,6878.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Channel Partners,Canada, VTT , High ," $2,109.00 ",250.0,12.0,25308.0,3036.96,22271.04,6327.0,15944.04,2014-01-05,5, May ,2014,2014,1,Jan,Q1,71.59,12.0,28.41,🟢 Alta (>30%)
Midmarket,France, VTT , High ," $3,874.50 ",250.0,15.0,58117.5,6974.1,51143.4,38745.0,12398.4,2014-01-07,7, July ,2014,2014,1,Jan,Q1,24.24,12.0,75.76,🟡 Media (15-30%)
Government,Canada, VTT , High , $623.00 ,250.0,350.0,218050.0,26166.0,191884.0,161980.0,29904.0,2013-01-09,9, September ,2013,2013,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Government,United States of America, VTT , High , $986.00 ,250.0,350.0,345100.0,41412.0,303688.0,256360.0,47328.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Enterprise,United States of America, VTT , High ," $2,387.00 ",250.0,125.0,298375.0,35805.0,262570.0,286440.0,-23870.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,-9.09,12.0,109.09,🔴 Negativa (<0%)
Government,Mexico, VTT , High ," $1,233.00 ",250.0,20.0,24660.0,2959.2,21700.8,12330.0,9370.8,2014-01-12,12, December ,2014,2014,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Government,United States of America, Amarilla , High , $270.00 ,260.0,350.0,94500.0,11340.0,83160.0,70200.0,12960.0,2014-01-02,2, February ,2014,2014,1,Jan,Q1,15.58,12.0,84.42,🟡 Media (15-30%)
Government,France, Amarilla , High ," $3,421.50 ",260.0,7.0,23950.5,2874.06,21076.44,17107.5,3968.94,2014-01-07,7, July ,2014,2014,1,Jan,Q1,18.83,12.0,81.17,🟡 Media (15-30%)
Government,Canada, Amarilla , High ," $2,734.00 ",260.0,7.0,19138.0,2296.56,16841.44,13670.0,3171.44,2014-01-10,10, October ,2014,2014,1,Jan,Q1,18.83,12.0,81.17,🟡 Media (15-30%)
Midmarket,United States of America, Amarilla , High ," $2,548.00 ",260.0,15.0,38220.0,4586.4,33633.6,25480.0,8153.6,2013-01-11,11, November ,2013,2013,1,Jan,Q1,24.24,12.0,75.76,🟡 Media (15-30%)
Government,France, Carretera , High ," $2,521.50 ",3.0,20.0,50430.0,6051.6,44378.4,25215.0,19163.4,2014-01-01,1, January ,2014,2014,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Channel Partners,Mexico, Montana , High ," $2,661.00 ",5.0,12.0,31932.0,3831.84,28100.16,7983.0,20117.16,2014-01-05,5, May ,2014,2014,1,Jan,Q1,71.59,12.0,28.41,🟢 Alta (>30%)
Government,Germany, Paseo , High ," $1,531.00 ",10.0,20.0,30620.0,3674.4,26945.6,15310.0,11635.6,2014-01-12,12, December ,2014,2014,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Government,France, VTT , High ," $1,491.00 ",250.0,7.0,10437.0,1252.44,9184.56,7455.0,1729.56,2014-01-03,3, March ,2014,2014,1,Jan,Q1,18.83,12.0,81.17,🟡 Media (15-30%)
Government,Germany, VTT , High ," $1,531.00 ",250.0,20.0,30620.0,3674.4,26945.6,15310.0,11635.6,2014-01-12,12, December ,2014,2014,1,Jan,Q1,43.18,12.0,56.82,🟢 Alta (>30%)
Channel Partners,Canada, Amarilla , High ," $2,761.00 ",260.0,12.0,33132.0,3975.84,29156.16,8283.0,20873.16,2013-01-09,9, September ,2013,2013,1,Jan,Q1,71.59,12.0,28.41,🟢 Alta (>30%)
Midmarket,United States of America, Carretera , High ," $2,567.00 ",3.0,15.0,38505.0,5005.65,33499.35,25670.0,7829.35,2014-01-06,6, June ,2014,2014,1,Jan,Q1,23.37,13.0,76.63,🟡 Media (15-30%)
Midmarket,United States of America, VTT , High ," $2,567.00 ",250.0,15.0,38505.0,5005.65,33499.35,25670.0,7829.35,2014-01-06,6, June ,2014,2014,1,Jan,Q1,23.37,13.0,76.63,🟡 Media (15-30%)
Government,Canada, Carretera , High , $923.00 ,3.0,350.0,323050.0,41996.5,281053.5,239980.0,41073.5,2014-01-03,3, March ,2014,2014,1,Jan,Q1,14.61,13.0,85.39,🟠 Baja (0-15%)
Government,France, Carretera , High ," $1,790.00 ",3.0,350.0,626500.0,81445.0,545055.0,465400.0,79655.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,14.61,13.0,85.39,🟠 Baja (0-15%)
Government,Germany, Carretera , High , $442.00 ,3.0,20.0,8840.0,1149.2,7690.8,4420.0,3270.8,2013-01-09,9, September ,2013,2013,1,Jan,Q1,42.53,13.0,57.47,🟢 Alta (>30%)
Government,United States of America, Montana , High , $982.50 ,5.0,350.0,343875.0,44703.75,299171.25,255450.0,43721.25,2014-01-01,1, January ,2014,2014,1,Jan,Q1,14.61,13.0,85.39,🟠 Baja (0-15%)
Government,United States of America, Montana , High ," $1,298.00 ",5.0,7.0,9086.0,1181.18,7904.82,6490.0,1414.82,2014-01-02,2, February ,2014,2014,1,Jan,Q1,17.9,13.0,82.1,🟡 Media (15-30%)
Channel Partners,Mexico, Montana , High , $604.00 ,5.0,12.0,7248.0,942.24,6305.76,1812.0,4493.76,2014-01-06,6, June ,2014,2014,1,Jan,Q1,71.26,13.0,28.74,🟢 Alta (>30%)
Government,Mexico, Montana , High ," $2,255.00 ",5.0,20.0,45100.0,5863.0,39237.0,22550.0,16687.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,42.53,13.0,57.47,🟢 Alta (>30%)
Government,Canada, Montana , High ," $1,249.00 ",5.0,20.0,24980.0,3247.4,21732.6,12490.0,9242.6,2014-01-10,10, October ,2014,2014,1,Jan,Q1,42.53,13.0,57.47,🟢 Alta (>30%)
Government,United States of America, Paseo , High ," $1,438.50 ",10.0,7.0,10069.5,1309.04,8760.47,7192.5,1567.97,2014-01-01,1, January ,2014,2014,1,Jan,Q1,17.9,13.0,82.1,🟡 Media (15-30%)
Small Business,Germany, Paseo , High , $807.00 ,10.0,300.0,242100.0,31473.0,210627.0,201750.0,8877.0,2014-01-01,1, January ,2014,2014,1,Jan,Q1,4.21,13.0,95.79,🟠 Baja (0-15%)
Government,United States of America, Paseo , High ," $2,641.00 ",10.0,20.0,52820.0,6866.6,45953.4,26410.0,19543.4,2014-01-02,2, February ,2014,2014,1,Jan,Q1,42.53,13.0,57.47,🟢 Alta (>30%)
Government,Germany, Paseo , High ," $2,708.00 ",10.0,20.0,54160.0,7040.8,47119.2,27080.0,20039.2,2014-01-02,2, February ,2014,2014,1,Jan,Q1,42.53,13.0,57.47,🟢 Alta (>30%)
Government,Canada, Paseo , High ," $2,632.00 ",10.0,350.0,921200.0,119756.0,801444.0,684320.0,117124.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,14.61,13.0,85.39,🟠 Baja (0-15%)
Enterprise,Canada, Paseo , High ," $1,583.00 ",10.0,125.0,197875.0,25723.75,172151.25,189960.0,-17808.75,2014-01-06,6, June ,2014,2014,1,Jan,Q1,-10.34,13.0,110.34,🔴 Negativa (<0%)
Channel Partners,Mexico, Paseo , High , $571.00 ,10.0,12.0,6852.0,890.76,5961.24,1713.0,4248.24,2014-01-07,7, July ,2014,2014,1,Jan,Q1,71.26,13.0,28.74,🟢 Alta (>30%)
Government,France, Paseo , High ," $2,696.00 ",10.0,7.0,18872.0,2453.36,16418.64,13480.0,2938.64,2014-01-08,8, August ,2014,2014,1,Jan,Q1,17.9,13.0,82.1,🟡 Media (15-30%)
Midmarket,Canada, Paseo , High ," $1,565.00 ",10.0,15.0,23475.0,3051.75,20423.25,15650.0,4773.25,2014-01-10,10, October ,2014,2014,1,Jan,Q1,23.37,13.0,76.63,🟡 Media (15-30%)
Government,Canada, Paseo , High ," $1,249.00 ",10.0,20.0,24980.0,3247.4,21732.6,12490.0,9242.6,2014-01-10,10, October ,2014,2014,1,Jan,Q1,42.53,13.0,57.47,🟢 Alta (>30%)
Government,Germany, Paseo , High , $357.00 ,10.0,350.0,124950.0,16243.5,108706.5,92820.0,15886.5,2014-01-11,11, November ,2014,2014,1,Jan,Q1,14.61,13.0,85.39,🟠 Baja (0-15%)
Channel Partners,Germany, Paseo , High ," $1,013.00 ",10.0,12.0,12156.0,1580.28,10575.72,3039.0,7536.72,2014-01-12,12, December ,2014,2014,1,Jan,Q1,71.26,13.0,28.74,🟢 Alta (>30%)
Midmarket,France, Velo , High ," $3,997.50 ",120.0,15.0,59962.5,7795.13,52167.38,39975.0,12192.38,2014-01-01,1, January ,2014,2014,1,Jan,Q1,23.37,13.0,76.63,🟡 Media (15-30%)
Government,Canada, Velo , High ," $2,632.00 ",120.0,350.0,921200.0,119756.0,801444.0,684320.0,117124.0,2014-01-06,6, June ,2014,2014,1,Jan,Q1,14.61,13.0,85.39,🟠 Baja (0-15%)
Government,France, Velo , High ," $1,190.00 ",120.0,7.0,8330.0,1082.9,7247.1,5950.0,1297.1,2014-01-06,6, June ,2014,2014,1,Jan,Q1,17.9,13.0,82.1,🟡 Media (15-30%)
Channel Partners,Mexico, Velo , High , $604.00 ,120.0,12.0,7248.0,942.24,6305.76,1812.0,4493.76,2014-01-06,6, June ,2014,2014,1,Jan,Q1,71.26,13.0,28.74,🟢 Alta (>30%)
Midmarket,Germany, Velo , High , $660.00 ,120.0,15.0,9900.0,1287.0,8613.0,6600.0,2013.0,2013-01-09,9, September ,2013,2013,1,Jan,Q1,23.37,13.0,76.63,🟡 Media (15-30%)
Channel Partners,Mexico, Velo , High , $410.00 ,120.0,12.0,4920.0,639.6,4280.4,1230.0,3050.4,2014-01-10,10, October ,2014,2014,1,Jan,Q1,71.26,13.0,28.74,🟢 Alta (>30%)
Small Business,Mexico, Velo , High ," $2,605.00 ",120.0,300.0,781500.0,101595.0,679905.0,651250.0,28655.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,4.21,13.0,95.79,🟠 Baja (0-15%)
Channel Partners,Germany, Velo , High ," $1,013.00 ",120.0,12.0,12156.0,1580.28,10575.72,3039.0,7536.72,2014-01-12,12, December ,2014,2014,1,Jan,Q1,71.26,13.0,28.74,🟢 Alta (>30%)
Enterprise,Canada, VTT , High ," $1,583.00 ",250.0,125.0,197875.0,25723.75,172151.25,189960.0,-17808.75,2014-01-06,6, June ,2014,2014,1,Jan,Q1,-10.34,13.0,110.34,🔴 Negativa (<0%)
Midmarket,Canada, VTT , High ," $1,565.00 ",250.0,15.0,23475.0,3051.75,20423.25,15650.0,4773.25,2014-01-10,10, October ,2014,2014,1,Jan,Q1,23.37,13.0,76.63,🟡 Media (15-30%)
Enterprise,Canada, Amarilla , High ," $1,659.00 ",260.0,125.0,207375.0,26958.75,180416.25,199080.0,-18663.75,2014-01-01,1, January ,2014,2014,1,Jan,Q1,-10.34,13.0,110.34,🔴 Negativa (<0%)
Government,France, Amarilla , High ," $1,190.00 ",260.0,7.0,8330.0,1082.9,7247.1,5950.0,1297.1,2014-01-06,6, June ,2014,2014,1,Jan,Q1,17.9,13.0,82.1,🟡 Media (15-30%)
Channel Partners,Mexico, Amarilla , High , $410.00 ,260.0,12.0,4920.0,639.6,4280.4,1230.0,3050.4,2014-01-10,10, October ,2014,2014,1,Jan,Q1,71.26,13.0,28.74,🟢 Alta (>30%)
Channel Partners,Germany, Amarilla , High ," $1,770.00 ",260.0,12.0,21240.0,2761.2,18478.8,5310.0,13168.8,2013-01-12,12, December ,2013,2013,1,Jan,Q1,71.26,13.0,28.74,🟢 Alta (>30%)
Government,Mexico, Carretera , High ," $2,579.00 ",3.0,20.0,51580.0,7221.2,44358.8,25790.0,18568.8,2014-01-04,4, April ,2014,2014,1,Jan,Q1,41.86,14.0,58.14,🟢 Alta (>30%)
Government,United States of America, Carretera , High ," $1,743.00 ",3.0,20.0,34860.0,4880.4,29979.6,17430.0,12549.6,2014-01-05,5, May ,2014,2014,1,Jan,Q1,41.86,14.0,58.14,🟢 Alta (>30%)
Government,United States of America, Carretera , High ," $2,996.00 ",3.0,7.0,20972.0,2936.08,18035.92,14980.0,3055.92,2013-01-10,10, October ,2013,2013,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Government,Germany, Carretera , High , $280.00 ,3.0,7.0,1960.0,274.4,1685.6,1400.0,285.6,2014-01-12,12, December ,2014,2014,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Government,France, Montana , High , $293.00 ,5.0,7.0,2051.0,287.14,1763.86,1465.0,298.86,2014-01-02,2, February ,2014,2014,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Government,United States of America, Montana , High ," $2,996.00 ",5.0,7.0,20972.0,2936.08,18035.92,14980.0,3055.92,2013-01-10,10, October ,2013,2013,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Midmarket,Germany, Paseo , High , $278.00 ,10.0,15.0,4170.0,583.8,3586.2,2780.0,806.2,2014-01-02,2, February ,2014,2014,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Government,Canada, Paseo , High ," $2,428.00 ",10.0,20.0,48560.0,6798.4,41761.6,24280.0,17481.6,2014-01-03,3, March ,2014,2014,1,Jan,Q1,41.86,14.0,58.14,🟢 Alta (>30%)
Midmarket,United States of America, Paseo , High ," $1,767.00 ",10.0,15.0,26505.0,3710.7,22794.3,17670.0,5124.3,2014-01-09,9, September ,2014,2014,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Channel Partners,France, Paseo , High ," $1,393.00 ",10.0,12.0,16716.0,2340.24,14375.76,4179.0,10196.76,2014-01-10,10, October ,2014,2014,1,Jan,Q1,70.93,14.0,29.07,🟢 Alta (>30%)
